fips,year,total_employment,total_wages,avg_annual_wage,data_processing_employment,total_establishments
01045,2024,18260.0,1174518180.0,64321.0,16.0,1130.0
01071,2010,15704.0,505940732.0,32217.0,,975.0
01071,2011,15870.0,516782837.0,32564.0,,964.0
01071,2012,15794.0,518014474.0,32799.0,,969.0
01071,2013,15946.0,527620997.0,33089.0,,962.0
01071,2014,15997.0,544692011.0,34050.0,,970.0
01071,2015,16286.0,558386285.0,34287.0,,961.0
01071,2016,16278.0,560819889.0,34453.0,,965.0
01071,2017,15784.0,558224912.0,35367.0,,967.0
01071,2018,15893.0,574955032.0,36177.0,,991.0
01071,2019,15596.0,578162287.0,37071.0,,1003.0
01071,2020,14600.0,587860994.0,40266.0,,1017.0
01071,2021,15026.0,648606685.0,43165.0,,1062.0
01071,2022,15231.0,686911416.0,45099.0,4.0,1111.0
01071,2023,15461.0,739263627.0,47815.0,,1178.0
01071,2024,15446.0,763327806.0,49421.0,,1192.0
01089,2010,178623.0,9277657030.0,51940.0,140.0,8770.0
01089,2011,177857.0,9452536351.0,53147.0,142.0,8831.0
01089,2012,178442.0,9557604792.0,53561.0,141.0,8891.0
01089,2013,181508.0,9755734618.0,53748.0,140.0,8915.0
01089,2014,182630.0,10066610301.0,55120.0,387.0,9017.0
01089,2015,186721.0,10436794254.0,55895.0,142.0,9150.0
01089,2016,191678.0,10798130877.0,56335.0,141.0,9406.0
01089,2017,195702.0,11271962429.0,57598.0,141.0,9573.0
01089,2018,200339.0,11904377440.0,59421.0,146.0,9747.0
01089,2019,206133.0,12819939476.0,62193.0,144.0,9977.0
01089,2020,202530.0,13791557346.0,68097.0,332.0,10264.0
01089,2021,210051.0,14521139121.0,69132.0,322.0,11090.0
01089,2022,217074.0,15541525559.0,71596.0,427.0,12121.0
01089,2023,224952.0,16751216811.0,74466.0,440.0,13044.0
01089,2024,229807.0,17706841421.0,77051.0,414.0,13778.0
01097,2010,165715.0,6644370534.0,40095.0,231.0,9848.0
01097,2011,165059.0,6932161729.0,41998.0,416.0,9777.0
01097,2012,163667.0,6943628657.0,42425.0,,9673.0
01097,2013,163890.0,7005038116.0,42742.0,179.0,9492.0
01097,2014,165758.0,7217413021.0,43542.0,165.0,9543.0
01097,2015,167366.0,7476865484.0,44674.0,154.0,9675.0
01097,2016,169094.0,7665234084.0,45331.0,55.0,9943.0
01097,2017,170070.0,7912260702.0,46524.0,120.0,10134.0
01097,2018,171077.0,8133175351.0,47541.0,169.0,10237.0
01097,2019,171826.0,8354150885.0,48620.0,133.0,10302.0
01097,2020,164350.0,8507902921.0,51767.0,115.0,10449.0
01097,2021,169918.0,9234339881.0,54346.0,122.0,10931.0
01097,2022,172206.0,9837201223.0,57125.0,134.0,11457.0
01097,2023,171453.0,10153380744.0,59220.0,178.0,12012.0
01097,2024,175327.0,10817638079.0,61700.0,192.0,12216.0
01101,2010,129345.0,5283793720.0,40850.0,,6373.0
01101,2011,127364.0,5355662835.0,42050.0,,6298.0
01101,2012,127336.0,5359506790.0,42090.0,,6326.0
01101,2013,128427.0,5408324267.0,42112.0,,6303.0
01101,2014,128537.0,5506837167.0,42842.0,,6312.0
01101,2015,128963.0,5664265882.0,43922.0,,6325.0
01101,2016,131172.0,5874784095.0,44787.0,,6371.0
01101,2017,132033.0,5952771603.0,45085.0,418.0,6406.0
01101,2018,131023.0,6019827067.0,45945.0,444.0,6406.0
01101,2019,130780.0,6248414421.0,47778.0,408.0,6425.0
01101,2020,124286.0,6357340283.0,51151.0,361.0,6470.0
01101,2021,126809.0,6725193002.0,53034.0,303.0,6641.0
01101,2022,128398.0,7209035855.0,56146.0,301.0,6914.0
01101,2023,131103.0,7749398066.0,59109.0,303.0,7141.0
01101,2024,132903.0,8188088851.0,61610.0,279.0,7267.0
01117,2010,70429.0,3012343122.0,42771.0,183.0,4854.0
01117,2011,71175.0,3136384946.0,44066.0,113.0,4872.0
01117,2012,74489.0,3400650992.0,45653.0,,4854.0
01117,2013,76826.0,3552633412.0,46242.0,99.0,4938.0
01117,2014,78679.0,3771696213.0,47938.0,124.0,5046.0
01117,2015,83420.0,4151122586.0,49762.0,134.0,5468.0
01117,2016,84014.0,4240659417.0,50475.0,124.0,5667.0
01117,2017,84811.0,4398577216.0,51864.0,129.0,5801.0
01117,2018,85040.0,4597142603.0,54059.0,153.0,5857.0
01117,2019,84905.0,4686372827.0,55195.0,135.0,5905.0
01117,2020,81126.0,4751551382.0,58570.0,157.0,5963.0
01117,2021,83679.0,5074657985.0,60644.0,192.0,6381.0
01117,2022,86332.0,5488813589.0,63578.0,170.0,6809.0
01117,2023,85595.0,5546417010.0,64798.0,182.0,6982.0
01117,2024,85169.0,5686893091.0,66772.0,184.0,7251.0
04013,2010,1602744.0,72961390716.0,45523.0,5070.0,93270.0
04013,2011,1626646.0,76373141049.0,46951.0,5287.0,94184.0
04013,2012,1666812.0,80194296774.0,48112.0,6131.0,95023.0
04013,2013,1713992.0,82793243514.0,48304.0,9228.0,91673.0
04013,2014,1755209.0,86662090637.0,49374.0,9910.0,93448.0
04013,2015,1817078.0,91647160639.0,50437.0,10818.0,93432.0
04013,2016,1871953.0,95629198640.0,51085.0,10713.0,93915.0
04013,2017,1927372.0,101355844508.0,52588.0,11613.0,96333.0
04013,2018,1993417.0,108256719352.0,54307.0,12254.0,98802.0
04013,2019,2062384.0,116221233564.0,56353.0,13046.0,104671.0
04013,2020,2005867.0,122839454670.0,61240.0,12581.0,110029.0
04013,2021,2083731.0,135349638383.0,64955.0,13825.0,119282.0
04013,2022,2170744.0,147681065700.0,68032.0,13101.0,130975.0
04013,2023,2233956.0,157071987451.0,70311.0,12511.0,140110.0
04013,2024,2280645.0,168403424931.0,73840.0,12074.0,142693.0
04015,2010,44996.0,1458832103.0,32422.0,,3778.0
04015,2011,44771.0,1481355760.0,33088.0,,3655.0
04015,2012,44119.0,1509632686.0,34217.0,,3629.0
04015,2013,44762.0,1553200943.0,34699.0,,3529.0
04015,2014,45707.0,1606602316.0,35150.0,,3578.0
04015,2015,46839.0,1670307215.0,35661.0,,3566.0
04015,2016,47595.0,1715449940.0,36042.0,,3642.0
04015,2017,48983.0,1825785951.0,37274.0,,3692.0
04015,2018,50290.0,1926317258.0,38304.0,,3726.0
04015,2019,51173.0,2015210055.0,39381.0,,3821.0
04015,2020,50365.0,2156409699.0,42815.0,,3955.0
04015,2021,54260.0,2402369916.0,44275.0,,4214.0
04015,2022,54756.0,2592203667.0,47341.0,,4639.0
04015,2023,55181.0,2741994125.0,49691.0,,4900.0
04015,2024,56391.0,2887187220.0,51199.0,,5056.0
04019,2010,343093.0,13881996421.0,40461.0,180.0,19080.0
04019,2011,340806.0,14094820113.0,41357.0,218.0,18816.0
04019,2012,346828.0,14538784959.0,41919.0,247.0,18957.0
04019,2013,349900.0,14804022406.0,42309.0,241.0,18483.0
04019,2014,351963.0,15174483435.0,43114.0,269.0,18710.0
04019,2015,354029.0,15442796772.0,43620.0,249.0,18616.0
04019,2016,358682.0,15762468266.0,43946.0,253.0,18521.0
04019,2017,364174.0,16562485473.0,45480.0,260.0,18633.0
04019,2018,368438.0,17404474107.0,47239.0,262.0,18634.0
04019,2019,375906.0,18417914734.0,48996.0,218.0,18961.0
04019,2020,361323.0,19207831675.0,53160.0,268.0,19177.0
04019,2021,368320.0,20334171684.0,55208.0,278.0,20281.0
04019,2022,377863.0,21584183756.0,57122.0,271.0,21984.0
04019,2023,386655.0,23006658538.0,59502.0,315.0,23195.0
04019,2024,386312.0,23926675440.0,61936.0,347.0,23608.0
04021,2010,52171.0,1996083709.0,38260.0,68.0,2844.0
04021,2011,52854.0,2043196492.0,38657.0,64.0,2816.0
04021,2012,55980.0,2156945141.0,38531.0,,2886.0
04021,2013,56850.0,2184900906.0,38433.0,68.0,2890.0
04021,2014,57421.0,2225185269.0,38752.0,23.0,2957.0
04021,2015,57552.0,2287523774.0,39747.0,77.0,2977.0
04021,2016,61111.0,2429326785.0,39753.0,74.0,3214.0
04021,2017,60570.0,2504696789.0,41352.0,89.0,3188.0
04021,2018,62137.0,2673977538.0,43034.0,82.0,3185.0
04021,2019,63101.0,2808688874.0,44511.0,85.0,3249.0
04021,2020,62739.0,2994962728.0,47737.0,90.0,3362.0
04021,2021,64920.0,3208608300.0,49424.0,113.0,3682.0
04021,2022,68953.0,3684981018.0,53442.0,108.0,4040.0
04021,2023,73626.0,4121951276.0,55985.0,127.0,4581.0
04021,2024,77687.0,4518147650.0,58158.0,130.0,5085.0
04025,2010,53765.0,1787782216.0,33252.0,24.0,5430.0
04025,2011,53056.0,1794273205.0,33819.0,23.0,5307.0
04025,2012,54200.0,1876529301.0,34622.0,123.0,5294.0
04025,2013,55390.0,1953594862.0,35270.0,125.0,5163.0
04025,2014,57593.0,2071099637.0,35961.0,132.0,5236.0
04025,2015,59769.0,2183557360.0,36533.0,155.0,5324.0
04025,2016,61519.0,2293037791.0,37273.0,104.0,5541.0
04025,2017,62951.0,2427787412.0,38566.0,170.0,5635.0
04025,2018,64683.0,2584525361.0,39957.0,111.0,5693.0
04025,2019,65202.0,2662220247.0,40830.0,147.0,5806.0
04025,2020,63197.0,2812012958.0,44496.0,148.0,5922.0
04025,2021,65496.0,3052416804.0,46605.0,148.0,6322.0
04025,2022,67528.0,3262419219.0,48312.0,142.0,6874.0
04025,2023,70562.0,3642942876.0,51627.0,168.0,7287.0
04025,2024,71540.0,3910777759.0,54666.0,178.0,7444.0
04027,2010,61096.0,1997624580.0,32696.0,,3206.0
04027,2011,61757.0,2050135926.0,33197.0,,3159.0
04027,2012,63283.0,2116510195.0,33445.0,,3156.0
04027,2013,63156.0,2137668193.0,33847.0,,3074.0
04027,2014,63993.0,2209810347.0,34532.0,,3111.0
04027,2015,64828.0,2302423763.0,35516.0,,3105.0
04027,2016,66432.0,2379464040.0,35818.0,,3156.0
04027,2017,66371.0,2521530374.0,37992.0,12.0,3199.0
04027,2018,67639.0,2658141277.0,39299.0,8.0,3217.0
04027,2019,68455.0,2765143449.0,40393.0,,3296.0
04027,2020,65963.0,2949242198.0,44711.0,,3319.0
04027,2021,67876.0,3197223109.0,47104.0,,3481.0
04027,2022,70648.0,3479527025.0,49252.0,,3771.0
04027,2023,71370.0,3702957614.0,51884.0,,3959.0
04027,2024,71978.0,3877647657.0,53873.0,,3988.0
06001,2010,630343.0,38561384582.0,61175.0,2123.0,54132.0
06001,2011,634983.0,39539989522.0,62269.0,2059.0,55990.0
06001,2012,658708.0,41931951465.0,63658.0,2432.0,54225.0
06001,2013,677978.0,43074236141.0,63533.0,2699.0,54891.0
06001,2014,698536.0,45916774437.0,65733.0,3256.0,56780.0
06001,2015,728995.0,50148570433.0,68791.0,4020.0,58771.0
06001,2016,751599.0,53035088461.0,70563.0,7881.0,60608.0
06001,2017,771652.0,57018137454.0,73891.0,8403.0,62447.0
06001,2018,786038.0,59918321510.0,76228.0,8666.0,64280.0
06001,2019,793213.0,63132769266.0,79591.0,9290.0,65435.0
06001,2020,731316.0,64577584110.0,88303.0,9569.0,66075.0
06001,2021,754951.0,69755749224.0,92398.0,8866.0,66675.0
06001,2022,787020.0,73227737151.0,93044.0,7475.0,68362.0
06001,2023,793089.0,75129782205.0,94731.0,7494.0,69529.0
06001,2024,790358.0,77475630674.0,98026.0,7422.0,73285.0
06013,2010,313615.0,18049324630.0,57552.0,481.0,29151.0
06013,2011,315064.0,18634819106.0,59146.0,469.0,29871.0
06013,2012,323484.0,19455110621.0,60142.0,328.0,28785.0
06013,2013,332623.0,20241658119.0,60855.0,310.0,28785.0
06013,2014,339281.0,21008403382.0,61920.0,163.0,29524.0
06013,2015,346862.0,22127019969.0,63792.0,328.0,30419.0
06013,2016,359242.0,23418019657.0,65187.0,388.0,31198.0
06013,2017,366720.0,24651313816.0,67221.0,314.0,31820.0
06013,2018,368450.0,25424692957.0,69004.0,379.0,32671.0
06013,2019,369280.0,26177240915.0,70887.0,448.0,33482.0
06013,2020,340559.0,26562151953.0,77996.0,424.0,34370.0
06013,2021,350476.0,28347270991.0,80882.0,333.0,35139.0
06013,2022,367582.0,30263732817.0,82332.0,955.0,36591.0
06013,2023,369761.0,30985179058.0,83798.0,981.0,37540.0
06013,2024,373992.0,32250783208.0,86234.0,1011.0,39474.0
06019,2010,329941.0,12174985428.0,36901.0,204.0,29886.0
06019,2011,332339.0,12473643006.0,37533.0,207.0,30773.0
06019,2012,338684.0,12841365379.0,37915.0,205.0,29192.0
06019,2013,349193.0,13318693380.0,38141.0,227.0,29612.0
06019,2014,354646.0,13946312469.0,39325.0,,30814.0
06019,2015,364788.0,14879831589.0,40790.0,,32063.0
06019,2016,374939.0,15657982463.0,41761.0,,33353.0
06019,2017,381997.0,16382245168.0,42886.0,274.0,34853.0
06019,2018,390344.0,17212682908.0,44096.0,294.0,36234.0
06019,2019,400030.0,18280407380.0,45698.0,222.0,37556.0
06019,2020,379595.0,18757673397.0,49415.0,176.0,38366.0
06019,2021,392496.0,20450561257.0,52104.0,113.0,39134.0
06019,2022,412147.0,22234713916.0,53949.0,381.0,40344.0
06019,2023,418515.0,23468479171.0,56076.0,361.0,41374.0
06019,2024,427076.0,24729486106.0,57904.0,343.0,44409.0
06085,2010,842581.0,75327919382.0,89401.0,22929.0,60389.0
06085,2011,866541.0,82170032906.0,94825.0,25874.0,62561.0
06085,2012,903053.0,86622165054.0,95921.0,27479.0,61953.0
06085,2013,938114.0,92475629194.0,98576.0,35019.0,62755.0
06085,2014,973668.0,102606999591.0,105382.0,41412.0,65277.0
06085,2015,1017071.0,115325372474.0,113390.0,49039.0,67491.0
06085,2016,1046049.0,123484418547.0,118048.0,47500.0,69708.0
06085,2017,1071448.0,135760289557.0,126707.0,54300.0,71605.0
06085,2018,1098089.0,147873406271.0,134664.0,58621.0,73083.0
06085,2019,1119639.0,154816070491.0,138273.0,57279.0,74494.0
06085,2020,1051175.0,170929137859.0,162608.0,61098.0,75258.0
06085,2021,1070603.0,198332136569.0,185253.0,61951.0,75976.0
06085,2022,1117310.0,187497533152.0,167812.0,12625.0,77495.0
06085,2023,1119710.0,195606022735.0,174694.0,14440.0,79372.0
06085,2024,1116581.0,220014308093.0,197043.0,14316.0,83418.0
13015,2010,30448.0,1109477461.0,36438.0,,2044.0
13015,2011,31410.0,1159341774.0,36910.0,,2030.0
13015,2012,31357.0,1196274829.0,38150.0,,2049.0
13015,2013,31393.0,1230236928.0,39188.0,,2089.0
13015,2014,32602.0,1310520811.0,40198.0,,2127.0
13015,2015,34328.0,1425011877.0,41512.0,,2190.0
13015,2016,35317.0,1494645412.0,42321.0,,2257.0
13015,2017,36722.0,1569356084.0,42737.0,,2163.0
13015,2018,38736.0,1717917481.0,44349.0,,2192.0
13015,2019,40880.0,1830957075.0,44788.0,,2273.0
13015,2020,39740.0,1866717461.0,46973.0,,2416.0
13015,2021,41213.0,2034217963.0,49358.0,,2579.0
13015,2022,42582.0,2236992938.0,52534.0,28.0,2807.0
13015,2023,44708.0,2451259867.0,54829.0,23.0,2926.0
13015,2024,46472.0,2679584564.0,57660.0,23.0,2982.0
13097,2010,37301.0,1163161817.0,31183.0,,2637.0
13097,2011,36103.0,1171008242.0,32435.0,25.0,2611.0
13097,2012,36659.0,1211637787.0,33052.0,21.0,2649.0
13097,2013,37793.0,1288770603.0,34100.0,9.0,2690.0
13097,2014,38913.0,1359571536.0,34939.0,9.0,2707.0
13097,2015,39841.0,1417276663.0,35573.0,7.0,2796.0
13097,2016,41519.0,1498449709.0,36090.0,,2846.0
13097,2017,42120.0,1593404939.0,37830.0,,2598.0
13097,2018,44414.0,1751976191.0,39447.0,,2623.0
13097,2019,45715.0,1858816116.0,40661.0,,2699.0
13097,2020,42090.0,1881151684.0,44694.0,,2877.0
13097,2021,43867.0,2097903141.0,47824.0,79.0,3128.0
13097,2022,48009.0,2502237459.0,52120.0,29.0,3396.0
13097,2023,50014.0,2707800308.0,54141.0,170.0,3580.0
13097,2024,51003.0,2955572310.0,57949.0,186.0,3527.0
13113,2010,36041.0,1386167970.0,38461.0,8.0,3280.0
13113,2011,36746.0,1454083010.0,39572.0,8.0,3324.0
13113,2012,37535.0,1502602443.0,40032.0,6.0,3382.0
13113,2013,38275.0,1515075665.0,39584.0,11.0,3476.0
13113,2014,38899.0,1510290622.0,38826.0,12.0,3581.0
13113,2015,40394.0,1631043044.0,40379.0,10.0,3668.0
13113,2016,42350.0,1744921924.0,41202.0,13.0,3803.0
13113,2017,43637.0,1868337647.0,42816.0,15.0,3541.0
13113,2018,44495.0,2008315413.0,45136.0,15.0,3564.0
13113,2019,45964.0,2146379431.0,46697.0,15.0,3639.0
13113,2020,43209.0,2142552589.0,49586.0,11.0,3891.0
13113,2021,44805.0,2286146540.0,51024.0,11.0,4237.0
13113,2022,47393.0,2616248081.0,55204.0,,4640.0
13113,2023,49125.0,2787770091.0,56749.0,14.0,4855.0
13113,2024,49094.0,2885454377.0,58774.0,18.0,4852.0
13115,2010,37036.0,1366136051.0,36887.0,,2124.0
13115,2011,36315.0,1378821526.0,37968.0,,2110.0
13115,2012,36634.0,1406185986.0,38385.0,,2122.0
13115,2013,36833.0,1418768668.0,38519.0,,2134.0
13115,2014,37776.0,1473133855.0,38997.0,,2129.0
13115,2015,38237.0,1535559522.0,40159.0,,2108.0
13115,2016,38726.0,1581829632.0,40847.0,,2118.0
13115,2017,39170.0,1630437481.0,41624.0,,1965.0
13115,2018,39438.0,1670179523.0,42349.0,,1977.0
13115,2019,39710.0,1705597985.0,42951.0,,2024.0
13115,2020,37857.0,1717202763.0,45360.0,,2115.0
13115,2021,38947.0,1875542219.0,48156.0,,2196.0
13115,2022,39724.0,2017465377.0,50787.0,61.0,2335.0
13115,2023,42761.0,2146382960.0,50195.0,63.0,2456.0
13115,2024,43894.0,2184613218.0,49770.0,65.0,2448.0
13185,2010,46212.0,1427098407.0,30882.0,,2919.0
13185,2011,45783.0,1460857043.0,31908.0,,2899.0
13185,2012,46784.0,1507183692.0,32216.0,1.0,2883.0
13185,2013,46629.0,1491903079.0,31995.0,5.0,2936.0
13185,2014,47283.0,1554145256.0,32869.0,0.0,2913.0
13185,2015,48461.0,1616275711.0,33352.0,1.0,2910.0
13185,2016,49061.0,1662049704.0,33877.0,4.0,2949.0
13185,2017,48894.0,1754168402.0,35877.0,4.0,2771.0
13185,2018,49208.0,1847523762.0,37545.0,4.0,2818.0
13185,2019,49583.0,1913075335.0,38583.0,5.0,2815.0
13185,2020,47917.0,1916412813.0,39994.0,6.0,2955.0
13185,2021,48353.0,2030210138.0,41987.0,5.0,3070.0
13185,2022,48862.0,2164308511.0,44294.0,31.0,3246.0
13185,2023,49352.0,2264925389.0,45893.0,35.0,3386.0
13185,2024,49348.0,2394941317.0,48531.0,31.0,3318.0
13217,2010,19691.0,718168717.0,36472.0,,1456.0
13217,2011,19995.0,734969152.0,36759.0,,1442.0
13217,2012,20451.0,766275959.0,37468.0,,1445.0
13217,2013,20547.0,769860527.0,37468.0,,1496.0
13217,2014,21410.0,823269816.0,38452.0,,1531.0
13217,2015,22859.0,910530567.0,39832.0,,1595.0
13217,2016,23510.0,951136463.0,40456.0,,1674.0
13217,2017,24384.0,1029982761.0,42239.0,,1563.0
13217,2018,25334.0,1083114673.0,42754.0,,1558.0
13217,2019,25804.0,1111165777.0,43062.0,,1609.0
13217,2020,25057.0,1148908974.0,45852.0,,1710.0
13217,2021,24313.0,1141631799.0,46955.0,,1864.0
13217,2022,24333.0,1235382777.0,50770.0,10.0,2060.0
13217,2023,25340.0,1329258733.0,52457.0,14.0,2204.0
13217,2024,27708.0,1521680125.0,54919.0,14.0,2169.0
17031,2010,2345507.0,129868469234.0,55369.0,12248.0,143433.0
17031,2011,2377242.0,134245338714.0,56471.0,12754.0,146285.0
17031,2012,2405633.0,139495723082.0,57987.0,16223.0,149026.0
17031,2013,2426450.0,141105020947.0,58153.0,16788.0,152481.0
17031,2014,2468453.0,148146276317.0,60016.0,18197.0,157650.0
17031,2015,2531066.0,156711673581.0,61915.0,19531.0,152794.0
17031,2016,2561922.0,160588008930.0,62683.0,19773.0,150031.0
17031,2017,2572191.0,166603254234.0,64771.0,20048.0,137105.0
17031,2018,2592847.0,174520124154.0,67308.0,21140.0,137526.0
17031,2019,2609154.0,180477965679.0,69171.0,22555.0,139024.0
17031,2020,2388964.0,179583252955.0,75172.0,22094.0,138637.0
17031,2021,2422930.0,193489622372.0,79858.0,22480.0,139914.0
17031,2022,2519083.0,206740688892.0,82070.0,15961.0,139819.0
17031,2023,2559676.0,214855533885.0,83939.0,15734.0,139520.0
17031,2024,2565567.0,223027058108.0,86931.0,16236.0,137804.0
17037,2010,34973.0,1248848920.0,35709.0,132.0,2185.0
17037,2011,35519.0,1310212064.0,36888.0,140.0,2192.0
17037,2012,35871.0,1365425659.0,38065.0,148.0,2186.0
17037,2013,36169.0,1368786532.0,37844.0,146.0,2190.0
17037,2014,36874.0,1421073734.0,38538.0,141.0,2228.0
17037,2015,37469.0,1532970536.0,40913.0,138.0,2210.0
17037,2016,37595.0,1525767670.0,40584.0,135.0,2179.0
17037,2017,37638.0,1573404498.0,41804.0,133.0,2030.0
17037,2018,38012.0,1659569947.0,43660.0,138.0,2020.0
17037,2019,37020.0,1689113413.0,45627.0,143.0,2023.0
17037,2020,34342.0,1707038592.0,49707.0,135.0,2011.0
17037,2021,34629.0,1772195756.0,51177.0,129.0,2004.0
17037,2022,36381.0,1911649980.0,52546.0,137.0,1984.0
17037,2023,36133.0,1961174047.0,54276.0,140.0,1986.0
17037,2024,36272.0,2063716140.0,56896.0,146.0,1988.0
17097,2010,308287.0,18205712627.0,59054.0,1393.0,21447.0
17097,2011,312215.0,19160656504.0,61370.0,1391.0,21781.0
17097,2012,321836.0,20584318331.0,63959.0,1322.0,22131.0
17097,2013,326294.0,21335112385.0,65386.0,1310.0,22512.0
17097,2014,330111.0,22374083130.0,67777.0,1302.0,23151.0
17097,2015,331311.0,24020089995.0,72500.0,1340.0,22329.0
17097,2016,332564.0,23543718585.0,70795.0,1285.0,21902.0
17097,2017,335598.0,24316262054.0,72456.0,1306.0,20020.0
17097,2018,338901.0,25562140295.0,75427.0,1504.0,20132.0
17097,2019,340643.0,25909935243.0,76062.0,1470.0,20302.0
17097,2020,317448.0,25970504238.0,81810.0,1284.0,20128.0
17097,2021,321815.0,27859580872.0,86570.0,1181.0,20172.0
17097,2022,326413.0,29102612217.0,89159.0,1271.0,20142.0
17097,2023,327625.0,29685386851.0,90608.0,1265.0,20171.0
17097,2024,329354.0,29984887425.0,91042.0,1322.0,19967.0
17115,2010,49904.0,2115562969.0,42392.0,56.0,2519.0
17115,2011,50472.0,2211725743.0,43821.0,56.0,2515.0
17115,2012,50363.0,2250440830.0,44685.0,55.0,2488.0
17115,2013,48999.0,2203616289.0,44973.0,39.0,2480.0
17115,2014,48975.0,2414873398.0,49309.0,34.0,2507.0
17115,2015,49293.0,2442255929.0,49546.0,41.0,2470.0
17115,2016,49393.0,2407471815.0,48741.0,40.0,2388.0
17115,2017,49320.0,2449541175.0,49666.0,43.0,2188.0
17115,2018,49601.0,2563855984.0,51690.0,45.0,2182.0
17115,2019,48261.0,2534590168.0,52518.0,44.0,2152.0
17115,2020,44804.0,2484530358.0,55454.0,41.0,2110.0
17115,2021,44716.0,2685141129.0,60049.0,40.0,2064.0
